carat,cut,color,clarity,depth,table,price
0.38,5,6,4,61.5,54.0,968
1.55,4,7,4,61.5,58.0,16137
1.14,4,5,3,61.1,58.0,6448
1.51,5,3,5,62.3,57.0,11967
0.42,5,5,3,61.6,56.0,886
1.1,3,5,4,60.6,58.0,7509
1.03,4,5,3,58.6,62.0,5087
0.53,5,5,2,62.2,53.0,1078
1.0,3,3,2,64.1,54.0,3991
0.71,5,3,7,62.0,57.0,2739
1.01,5,6,4,62.1,56.0,7355
1.2,2,4,5,62.8,59.0,8442
1.06,5,5,6,62.1,57.0,9118
0.45,1,5,3,57.9,66.0,794
0.83,5,6,4,61.3,56.0,4271
0.3,3,4,6,60.4,59.0,598
0.72,5,6,3,61.0,56.0,2951
0.91,3,6,5,61.8,60.0,5530
0.55,4,6,4,59.1,62.0,1664
0.4,4,4,3,61.7,61.0,864
2.12,4,1,2,62.3,61.0,12140
1.03,3,5,5,60.2,55.0,6733
0.9,1,3,4,64.8,58.0,3538
0.92,4,6,2,61.7,59.0,3941
0.8,5,5,2,61.8,59.0,3066
0.9,2,4,3,63.8,61.0,3774
0.36,5,6,4,60.2,56.0,1080
0.71,5,4,7,61.4,59.0,3332
0.78,2,6,2,64.0,57.0,2379
0.59,4,5,3,61.7,60.0,1412
0.43,5,5,3,61.4,55.0,745
0.98,5,4,2,62.9,57.0,4116
0.7,1,5,5,67.8,60.0,2381
1.01,4,7,3,59.8,54.0,5147
1.0,2,3,6,63.7,52.0,6194
0.74,3,7,2,62.2,59.0,2713
1.52,3,4,4,61.9,56.0,13161
0.35,4,5,4,60.4,59.0,879
0.43,5,3,5,62.3,57.0,868
1.51,4,3,2,60.7,59.0,5767
0.56,5,4,4,62.1,56.0,1580
0.81,3,6,2,63.7,57.0,2735
1.53,5,5,3,60.3,57.0,11713
0.58,3,4,3,63.5,56.0,1393
0.73,5,6,2,61.3,54.0,2431
1.25,5,4,6,62.2,55.0,10983
0.51,3,6,5,61.1,59.0,1839
0.72,4,6,3,61.3,58.0,2666
0.32,5,6,7,61.7,56.0,1020
0.31,4,4,3,62.6,58.0,593
0.52,3,6,3,60.8,56.0,1343
0.56,5,6,6,60.9,56.0,2696
0.3,5,3,3,60.7,56.0,465
1.51,5,1,5,61.8,59.0,8678
0.3,1,4,7,58.6,66.0,790
0.51,5,2,6,61.6,54.0,1274
0.51,3,6,6,60.0,58.0,2062
0.56,5,4,7,61.7,57.0,1993
1.0,2,4,4,63.6,58.0,5002
0.57,4,6,4,61.4,58.0,1851
2.04,3,1,4,59.9,59.0,12095
2.2,4,3,3,61.2,59.0,17265
1.59,5,1,3,61.3,57.0,7943
0.32,2,7,3,63.8,55.0,550
1.12,1,2,2,64.6,57.0,3669
0.88,3,2,3,62.5,56.0,2699
0.77,5,7,2,60.6,56.0,2973
2.67,2,5,2,63.8,58.0,18686
0.51,3,7,3,60.9,59.0,1569
1.23,1,6,1,67.4,56.0,3692
0.4,5,4,8,62.3,55.0,1229
0.9,4,3,2,58.3,60.0,3371
0.71,5,6,3,62.0,56.0,2329
2.08,5,3,2,61.5,57.0,15065
0.27,3,5,4,63.3,58.0,470
0.3,5,2,3,60.4,59.0,439
0.81,5,6,6,62.2,53.7,5373
0.51,5,6,3,60.8,57.0,1437
0.3,3,6,4,61.9,61.0,658
0.35,4,2,3,62.5,58.0,606
0.5,3,7,3,60.8,63.0,1436
1.5,1,2,1,66.1,57.0,4704
1.14,5,5,1,61.7,57.0,3755
2.08,4,5,2,62.0,60.0,13437
0.54,5,2,2,61.8,54.0,964
1.03,1,7,3,65.5,58.0,4441
0.3,5,2,4,62.6,56.0,540
0.74,5,5,2,61.9,56.0,2623
0.34,5,6,4,62.0,56.0,829
0.6,5,4,4,61.1,55.0,1930
0.43,5,1,5,61.7,58.0,703
0.74,4,7,5,62.3,58.0,3461
1.5,5,2,3,59.4,60.0,8555
0.33,4,6,7,59.7,58.0,984
0.7,1,2,5,60.2,66.0,2234
0.71,3,5,2,63.2,57.0,2397
1.27,5,1,2,62.6,57.0,4693
0.32,5,3,3,61.0,56.6,471
0.46,2,5,5,61.6,62.2,1168
0.41,5,4,7,62.5,53.0,1068
0.71,4,6,2,61.1,58.0,2306
0.5,2,7,3,63.5,57.0,1169
0.3,5,4,4,61.8,54.0,545
2.25,5,2,2,60.5,56.0,16575
0.46,3,5,4,59.9,55.0,1258
1.0,4,1,5,62.8,57.0,4144
0.31,5,6,6,61.8,54.0,864
0.87,4,5,1,59.1,58.0,2170
0.9,4,4,4,60.9,58.0,4183
0.56,3,6,4,61.1,57.0,1963
0.5,5,7,3,62.7,57.0,1272
0.34,5,6,5,62.4,54.0,1060
0.79,4,6,2,61.4,58.0,2756
0.71,2,6,2,58.8,63.0,2120
1.21,4,3,3,62.4,56.0,6566
0.42,3,6,3,62.7,57.0,773
1.5,3,1,6,62.8,62.0,7840
0.71,2,2,5,59.1,63.4,2239
1.09,3,3,5,60.2,61.0,5845
1.52,5,4,4,61.1,57.0,12840
0.73,5,3,4,62.0,54.0,2583
0.39,3,5,6,63.3,56.0,944
0.3,5,3,7,62.3,57.0,650
1.35,4,4,4,61.1,58.0,9580
1.11,1,3,2,64.4,58.0,3730
0.31,5,3,4,61.7,55.0,507
0.75,5,6,5,62.0,55.0,3402
0.34,5,3,4,62.2,56.0,689
0.9,5,6,6,62.8,54.0,7286
0.34,5,5,6,59.1,57.0,1071
2.19,3,2,2,60.3,60.0,15907
0.5,3,4,3,62.9,59.0,1197
0.71,4,6,4,62.4,60.0,2590
0.36,4,3,4,60.9,59.0,729
1.01,4,3,4,62.9,60.0,4559
1.01,2,5,3,61.6,63.0,4816
0.32,5,3,6,61.8,55.0,645
1.0,3,4,4,60.0,55.0,5385
1.09,4,2,2,61.3,55.0,4120
1.2,4,3,4,60.6,58.0,6547
0.41,5,6,6,62.8,54.0,1243
0.3,5,7,4,61.4,54.0,710
0.9,4,5,3,62.6,60.0,4103
1.51,1,2,1,65.1,57.0,5750
1.52,3,3,4,63.3,57.0,10618
1.25,4,3,5,62.7,59.0,7328
1.05,4,5,3,60.3,60.0,5557
0.35,4,3,3,61.3,55.0,647
1.51,3,1,3,58.8,59.0,7544
0.89,2,5,3,64.3,55.0,3663
0.34,5,6,7,61.0,57.0,946
1.5,1,2,1,65.1,59.0,5040
0.74,5,7,2,61.7,55.0,2810
0.53,5,7,4,61.5,56.0,1956
0.73,5,7,3,60.2,56.0,2632
0.38,4,7,2,62.1,55.0,812
0.32,5,1,4,62.3,55.3,413
2.06,5,4,2,62.3,56.0,18293
1.54,4,4,2,59.4,60.0,7707
0.34,3,5,2,60.0,62.0,447
0.75,4,5,4,59.6,59.0,2835
0.72,5,6,3,61.0,56.0,2976
0.4,4,7,3,61.6,58.0,772
0.51,3,6,3,60.9,57.0,1357
0.52,5,3,4,61.6,55.0,1401
0.55,5,6,3,60.1,57.0,1621
0.55,4,5,3,60.1,58.0,1374
0.7,3,6,7,62.5,56.0,3724
1.51,5,2,5,61.6,56.0,10576
2.01,5,3,2,62.5,53.9,14998
0.32,5,6,4,61.9,56.0,900
1.07,5,2,5,62.2,58.0,5103
0.73,3,6,3,63.2,58.0,2821
0.33,5,4,5,62.9,57.0,854
1.61,5,5,4,62.9,56.0,15426
0.35,5,5,5,62.8,54.0,754
1.26,5,5,4,61.2,57.0,9999
1.2,4,1,4,60.3,59.0,4715
0.33,5,4,7,61.9,55.0,858
1.71,4,3,4,58.8,60.0,12607
0.42,5,7,4,61.5,55.0,961
0.42,3,7,4,60.7,60.0,910
0.33,5,5,6,61.8,54.0,761
1.21,5,4,5,61.4,56.0,8985
0.46,5,6,4,62.1,57.0,1251
0.41,5,4,4,62.5,54.0,1061
0.92,3,7,2,63.7,57.0,3707
0.67,4,7,2,62.9,56.0,1819
1.27,3,2,2,59.7,57.0,5371
0.47,3,4,3,62.8,56.0,1133
1.12,4,3,3,62.4,56.0,4994
0.55,5,3,2,62.2,54.0,1057
0.3,5,5,3,62.3,54.0,475
0.4,5,6,6,61.6,56.0,988
1.8,5,3,5,62.3,56.0,15105
0.74,3,7,4,59.8,58.0,3476
0.71,5,6,5,62.1,53.0,2963
1.01,3,6,2,63.3,58.0,4434
0.7,4,4,3,62.0,61.0,2184
0.31,5,4,6,62.7,57.0,907
0.51,5,3,4,61.6,55.0,1163
1.67,3,4,6,61.6,57.0,17028
1.3,4,5,5,61.0,59.0,10930
0.5,4,6,5,58.8,62.0,1698
0.43,5,4,7,62.0,55.0,1207
1.5,3,3,3,61.6,57.0,9523
0.9,5,2,3,61.6,55.0,3908
1.54,5,4,4,62.0,55.6,13110
0.33,4,4,6,60.6,58.0,965
0.57,5,6,5,61.4,57.0,1965
1.05,4,4,2,62.5,60.0,4318
0.7,5,2,3,62.5,55.0,2110
1.0,3,4,4,62.4,58.0,6449
1.55,5,1,5,60.4,57.0,8548
0.31,5,7,3,62.5,53.0,684
0.31,4,4,6,60.0,62.0,907
0.7,2,3,3,63.7,59.0,2218
0.26,5,6,6,62.5,55.0,724
0.51,5,6,4,61.5,55.0,1662
0.74,5,4,4,61.2,56.0,3434
1.02,3,3,3,62.9,59.0,4796
1.0,4,3,4,62.4,59.0,5404
0.41,3,4,7,63.1,57.0,945
0.3,5,2,7,61.1,57.0,552
0.3,3,7,3,62.3,59.0,552
1.51,4,7,3,59.6,58.0,12738
1.04,3,5,2,62.4,54.0,4364
0.33,5,4,3,61.4,57.0,631
0.27,3,7,5,62.2,58.0,413
0.31,3,5,3,58.8,59.0,459
0.4,2,5,4,62.2,61.0,784
1.65,4,4,1,62.0,59.0,6788
0.33,4,7,3,60.3,58.0,608
0.42,5,5,7,61.3,56.0,1326
0.56,5,3,3,61.9,58.0,1343
0.51,3,6,2,60.7,56.0,1104
1.53,2,6,2,57.1,56.0,7643
1.08,3,3,3,61.8,53.0,5375
0.71,5,7,3,63.0,55.0,2694
0.26,3,6,3,62.0,54.0,384
2.01,3,2,3,60.3,59.0,15126
0.3,4,3,4,62.9,59.0,608
0.7,2,5,4,63.8,60.0,2290
0.33,5,5,6,61.4,56.0,810
1.7,4,3,3,61.8,61.0,11848
1.31,4,4,4,61.3,58.0,9085
0.92,2,4,2,63.8,57.0,2677
0.53,4,6,4,58.5,61.0,1908
1.51,4,5,3,60.9,61.0,11666
0.31,5,6,5,61.9,54.4,685
1.51,5,3,4,62.2,57.0,11435
0.3,5,5,3,62.0,55.1,499
1.54,5,3,6,62.6,56.0,12171
0.4,3,7,5,62.9,56.0,1123
0.54,5,4,7,61.3,56.0,1982
1.24,4,4,3,58.9,58.0,6145
1.15,3,4,3,61.3,62.0,5538
0.9,2,6,3,63.8,56.0,3510
0.9,3,5,2,63.4,60.0,3465
1.5,3,6,2,60.7,55.0,9900
0.34,4,5,5,60.0,59.0,725
0.5,4,7,3,61.4,59.0,1363
1.28,4,3,3,62.3,58.0,6946
0.3,3,6,6,61.1,62.0,622
0.23,3,3,8,63.9,55.0,369
2.06,4,2,2,62.7,60.0,13198
0.8,4,4,2,61.4,56.0,2451
0.3,2,3,2,63.9,56.0,473
0.35,3,7,2,63.3,55.0,669
0.52,5,3,5,61.0,56.0,1699
1.4,3,5,2,59.9,60.0,7345
0.28,2,5,6,61.2,62.0,596
1.28,3,7,2,61.2,58.0,6811
1.2,5,4,2,58.9,60.0,5562
0.38,4,6,2,61.6,57.0,812
1.19,4,1,2,58.4,60.0,4198
0.92,5,2,5,62.3,55.0,4587
0.3,2,3,3,63.7,57.0,554
0.55,4,7,4,61.3,60.0,2030
0.4,3,4,6,63.2,55.0,868
1.01,5,5,2,60.0,57.0,4796
1.21,3,6,3,62.2,60.0,7703
0.97,4,5,6,58.1,60.0,6768
1.5,4,6,4,60.7,60.0,14386
1.02,5,3,1,62.1,56.0,3987
1.13,5,4,8,61.7,57.0,10228
0.4,5,4,3,60.9,55.0,873
0.78,5,7,4,62.9,56.0,3736
0.31,5,4,4,61.8,53.0,652
0.23,3,6,6,60.8,61.0,505
1.03,3,6,4,61.3,61.0,5800
0.53,2,5,6,62.5,65.0,2281
2.04,4,3,3,62.2,60.0,12341
0.53,3,4,4,62.5,56.0,1450
0.42,5,5,3,62.0,57.0,773
1.32,5,4,4,61.1,57.0,9408
0.9,3,6,2,63.4,56.0,3187
0.23,3,4,7,60.2,59.0,415
1.14,5,6,2,62.6,56.0,5005
1.55,4,1,2,62.6,57.0,6890
0.51,4,6,6,61.0,61.0,2060
2.0,2,2,3,63.9,57.0,12554
0.32,4,5,4,61.3,60.0,828
0.3,2,4,4,63.5,58.0,456
1.18,4,4,6,59.7,58.0,9537
0.51,5,7,3,61.9,54.0,1569
0.54,5,5,4,61.4,57.0,1786
0.63,5,4,2,62.8,56.3,1407
0.71,5,4,6,61.5,56.0,3504
0.54,4,4,5,61.6,58.0,1760
0.91,4,4,3,62.5,56.0,3262
1.13,4,4,6,61.4,58.0,8019
0.76,5,6,3,62.7,54.0,2858
2.32,5,1,5,62.5,54.5,17891
0.4,3,7,6,62.2,54.0,1263
0.3,4,4,7,61.8,59.0,789
0.94,4,7,5,62.3,58.0,5980
1.07,4,5,2,61.8,59.0,4560
0.9,4,3,7,62.3,59.0,4890
0.52,3,4,3,61.7,57.0,1311
0.7,3,6,3,60.3,60.0,2312
1.04,5,6,2,61.9,57.0,5125
1.14,5,5,7,62.2,56.0,11844
0.51,3,4,6,63.1,58.0,1974
0.31,4,6,7,58.9,59.0,969
1.24,4,1,3,61.8,58.0,4687
1.12,5,4,5,61.5,55.0,7970
2.44,3,1,4,60.1,59.0,16533
0.84,1,7,2,64.5,60.0,2167
0.73,5,2,5,61.5,55.0,2908
1.94,3,2,2,63.1,59.0,9344
1.6,5,3,5,61.4,57.0,12566
0.31,3,4,3,61.5,59.0,462
0.71,5,5,3,60.9,55.0,2669
0.75,4,7,3,59.2,58.0,3024
0.55,5,5,4,61.4,56.0,1715
1.31,4,4,5,61.5,59.0,9891
0.36,3,2,5,60.9,61.0,568
1.05,4,5,3,61.8,56.0,5557
0.72,5,6,3,60.9,57.0,2416
1.52,3,4,4,62.1,58.0,12840
0.5,3,6,4,62.9,59.0,1624
0.77,5,7,3,62.3,56.0,3158
0.55,5,3,7,61.6,55.0,2303
0.34,5,3,4,61.7,57.0,537
1.06,3,5,4,62.2,57.0,6823
0.36,5,4,4,62.3,54.0,579
1.01,3,6,3,63.0,57.0,5627
1.28,2,4,2,63.6,57.0,4679
0.44,4,5,6,61.6,58.0,1253
1.11,4,2,2,61.8,58.0,4196
1.0,1,6,3,66.3,62.0,4140
0.7,5,7,4,62.4,57.0,2867
0.3,5,3,5,62.9,57.0,675
1.5,5,4,6,61.3,56.0,17176
0.3,5,1,5,59.7,57.0,506
0.51,5,6,4,62.2,57.0,1781
0.31,5,7,3,62.4,53.0,571
0.79,5,6,3,61.9,55.0,3256
0.6,3,6,5,60.9,58.0,2112
0.78,2,6,3,57.9,62.0,2723
1.05,5,4,2,62.7,57.0,5127
0.95,3,6,2,58.7,63.0,3590
1.1,5,5,4,61.4,56.0,7589
0.59,5,2,3,61.7,55.0,1352
0.32,5,6,4,62.1,56.0,900
0.36,4,5,3,61.1,59.0,600
1.45,4,4,5,60.5,60.0,8740
0.76,5,5,2,60.3,60.0,2624
0.26,4,6,7,61.8,58.0,769
0.51,4,5,2,58.1,59.0,1052
1.0,5,4,3,62.7,56.0,4737
1.01,2,4,2,59.2,65.0,4047
0.4,5,5,3,62.9,57.0,945
0.3,3,1,5,62.7,59.0,394
0.3,5,6,4,62.2,56.0,844
1.18,5,3,2,61.2,57.0,5182
0.7,5,7,5,62.5,57.0,3287
1.01,3,5,6,62.5,63.0,7715
1.01,1,4,4,64.4,58.0,4887
0.36,5,3,7,61.8,56.0,794
0.31,5,5,7,61.4,56.0,840
1.08,5,5,6,62.1,55.0,10052
0.7,3,2,4,60.7,59.0,2025
0.7,4,6,3,62.9,58.0,2333
0.71,3,7,4,62.5,60.0,2745
0.25,3,6,7,59.7,58.0,575
1.06,4,6,4,62.3,58.0,6716
0.93,3,4,3,61.5,57.0,4111
0.82,3,2,7,62.8,58.0,3443
0.43,3,4,6,61.7,56.0,976
1.06,4,3,5,62.1,60.0,5247
1.04,4,4,4,60.0,58.0,6122
1.2,5,7,4,62.3,56.0,9912
0.42,4,4,4,60.1,61.0,1087
1.01,3,3,4,63.2,58.0,5260
0.7,3,6,3,63.3,58.0,1926
0.7,5,3,3,61.2,56.0,2184
0.3,3,3,7,62.6,56.0,638
1.03,4,3,4,60.9,58.0,5364
0.38,5,5,4,62.4,54.0,969
1.0,4,5,2,62.8,57.0,4155
0.4,4,7,2,62.2,58.0,855
0.73,4,5,4,62.3,60.0,2683
1.01,5,5,3,62.3,55.0,5140
0.43,3,6,7,60.3,58.0,1433
1.23,5,1,5,62.2,55.0,6100
0.23,5,4,7,61.5,57.0,536
0.85,5,6,3,60.7,57.0,4181
1.75,4,6,3,60.3,61.0,15394
1.09,5,4,6,62.0,54.8,8149
0.38,4,2,5,61.3,60.0,700
1.5,4,4,2,58.3,61.0,6720
0.77,4,3,5,61.3,60.0,2789
0.37,4,1,4,61.1,60.0,583
0.26,5,4,4,62.3,54.0,397
1.02,4,5,2,61.0,58.0,4043
1.83,4,2,4,60.5,60.0,10043
0.35,5,4,2,61.2,56.0,517
1.02,4,7,4,62.5,58.0,7643
0.4,2,5,3,63.1,58.0,687
1.04,5,7,8,61.8,57.0,14626
1.01,4,7,2,60.9,62.0,4672
0.31,5,1,3,62.4,53.0,379
1.22,4,2,3,62.1,59.0,5368
0.41,5,6,3,62.9,57.0,969
0.39,3,4,3,58.9,61.0,703
0.24,5,3,4,61.1,56.0,391
0.32,5,5,7,61.8,55.0,990
0.9,3,7,2,60.3,63.0,3473
1.01,1,5,4,64.8,56.0,4791
0.7,5,4,3,62.4,56.0,2478
0.9,3,3,6,59.7,62.0,4842
0.54,5,4,5,60.6,56.0,1957
1.04,3,3,4,63.2,58.0,4911
0.42,4,5,6,59.6,59.0,1142
0.7,5,4,3,61.2,57.0,2074
1.62,3,3,4,62.6,58.0,10912
0.4,2,3,3,60.2,63.0,681
0.7,4,5,6,62.6,59.0,3105
1.0,3,2,5,60.8,59.0,5557
1.51,2,6,1,57.5,59.0,5601
0.3,4,5,3,60.9,58.0,603
0.3,5,4,4,61.6,58.0,545
1.07,5,6,2,62.4,60.0,5280
0.81,5,5,4,61.8,55.0,3624
0.72,5,3,2,61.5,56.0,2131
0.7,4,5,4,62.0,56.0,2573
0.31,3,5,8,61.2,55.0,914
0.53,5,7,4,61.8,57.0,1694
0.93,4,6,2,62.9,57.0,3984
2.03,3,5,2,59.8,56.0,15811
0.6,5,4,4,62.1,57.0,1625
0.77,3,2,4,62.4,63.0,2162
0.9,3,3,3,63.0,58.0,3643
1.02,5,3,2,61.8,55.0,4207
0.9,4,2,8,62.6,59.0,4516
2.16,5,3,3,61.9,57.0,17820
1.5,5,6,4,63.4,54.0,14618
0.41,5,6,5,61.7,55.0,1153
0.3,3,7,2,63.0,55.0,447
2.26,2,2,2,56.9,60.0,16241
0.51,4,6,5,61.3,58.0,1831
1.01,3,5,6,61.1,58.0,9065
1.02,4,4,6,62.2,60.0,7602
0.7,3,6,5,62.0,60.0,3109
0.31,4,7,7,61.2,59.0,1075
1.21,4,7,2,62.5,57.0,6505
0.24,3,3,6,61.9,57.0,449
0.91,4,6,5,60.6,58.0,5101
0.54,5,4,3,61.9,55.0,1736
0.54,5,3,3,62.2,56.0,1240
0.52,4,5,4,60.0,57.0,1651
0.35,5,7,3,61.6,57.0,827
1.55,4,2,4,61.3,58.0,7656
0.54,5,5,7,61.6,55.0,2951
0.46,1,4,5,58.0,66.0,1035
0.27,5,5,6,62.7,55.0,760
0.25,5,6,4,62.1,57.0,535
1.3,5,4,5,62.4,56.0,6928
0.33,5,6,8,61.9,57.0,1207
0.31,5,5,8,61.2,56.0,914
0.62,5,7,7,62.2,54.0,3968
0.31,4,4,7,62.2,59.0,816
0.26,2,6,7,57.9,60.0,554
2.0,3,6,3,60.5,59.0,18709
0.3,4,4,7,60.7,59.0,1013
0.31,5,4,4,62.2,53.0,562
0.36,2,2,3,63.1,57.0,486
0.7,3,5,4,62.9,56.0,2400
0.91,2,5,3,58.0,57.0,4067
0.71,4,3,2,60.5,60.0,2224
2.01,1,1,4,64.9,60.0,13744
2.01,4,5,3,63.0,59.0,15134
0.92,3,7,2,63.3,59.0,3823
0.6,3,4,8,61.6,56.0,2800
0.33,5,2,8,61.4,56.0,891
0.31,5,5,6,61.9,56.0,759
0.24,4,3,7,61.2,58.0,554
0.63,5,5,3,62.6,56.0,1698
1.26,1,4,2,53.2,61.0,4966
0.44,5,3,2,62.3,54.0,654
2.31,4,2,2,58.8,58.0,17000
0.91,3,4,3,63.1,63.0,3445
0.34,5,7,5,62.6,56.0,961
0.41,4,5,2,60.8,58.0,830
0.56,5,4,4,61.2,56.0,1698
0.43,4,4,7,62.0,59.0,1207
0.34,5,7,3,60.9,56.0,596
0.75,1,7,3,65.1,57.0,2376
0.51,3,4,4,61.2,55.0,1397
1.56,5,4,3,61.2,56.0,11628
0.95,2,2,2,63.8,57.0,2905
0.71,5,6,4,60.1,59.0,3145
0.5,5,7,3,61.7,56.0,1623
0.5,5,4,5,62.0,54.0,1569
0.32,5,6,4,62.6,53.0,702
0.92,5,1,3,61.7,57.0,3181
0.7,3,7,3,62.1,56.0,2686
0.92,5,3,3,61.6,56.0,4587
0.51,1,7,3,65.2,55.0,1304
0.7,3,2,3,63.8,56.0,1973
0.28,3,7,5,62.2,61.0,452
0.81,3,3,5,62.5,57.0,3404
1.03,5,5,2,61.8,56.0,4454
0.91,5,5,2,60.3,57.0,3763
0.7,5,2,6,62.5,54.0,2276
0.3,5,4,4,61.3,56.0,526
0.52,5,6,5,61.8,55.0,1844
0.7,3,4,4,59.0,60.0,2437
0.96,3,7,2,60.2,63.0,3480
1.5,4,3,4,60.6,61.0,10668
0.35,5,1,5,62.6,53.7,483
0.71,5,4,4,61.8,56.0,3299
0.26,3,4,5,62.1,56.0,418
0.44,5,3,3,61.9,57.0,733
1.13,4,6,2,60.4,59.0,5220
0.92,3,3,5,59.7,63.0,4721
1.11,3,4,4,62.2,57.0,6953
1.0,3,5,3,58.1,63.0,4586
1.51,5,4,3,61.6,57.0,11917
0.4,5,1,5,62.6,55.0,810
0.56,3,2,3,61.8,56.0,1175
0.65,3,2,8,61.0,55.0,2332
0.72,3,2,5,64.0,56.0,2048
0.76,1,3,3,61.9,70.0,2328
0.31,5,7,6,62.2,54.0,840
0.8,3,4,5,63.5,57.0,3381
0.73,5,3,2,62.3,56.0,2278
0.6,5,4,5,62.5,56.0,2147
0.9,2,6,3,63.5,55.0,3570
1.14,2,4,2,63.7,60.0,4233
0.7,5,2,4,61.9,53.2,2240
0.32,5,6,7,62.5,56.0,1044
1.22,4,3,4,62.4,58.0,6934
0.26,5,2,4,62.0,56.0,385
0.5,5,5,6,60.5,56.0,2210
0.4,2,6,3,63.7,56.0,687
0.52,2,7,4,63.4,56.0,1701
0.61,5,4,5,61.5,56.0,2182
0.32,4,5,4,59.7,62.0,773
1.0,3,4,4,63.4,57.0,5806
0.9,3,6,3,61.8,60.0,4054
0.3,5,6,7,61.4,56.0,895
0.32,3,1,3,63.2,56.0,480
0.9,3,3,5,61.8,56.0,4136
0.7,5,7,3,61.2,54.0,2310
1.06,2,2,5,58.8,62.0,4887
1.14,5,6,4,62.4,55.0,9516
0.31,4,5,4,59.7,60.0,625
1.5,2,5,2,62.9,59.0,7727
2.0,2,6,2,57.3,65.0,13320
1.06,4,4,2,61.5,58.0,4571
1.5,4,2,3,62.0,62.0,8736
0.5,3,6,3,60.7,61.0,1316
1.51,5,4,4,62.1,55.0,14482
0.83,5,3,2,62.3,54.0,2565
1.02,5,7,4,61.5,56.0,9502
0.6,5,6,3,61.4,58.0,1749
0.6,1,5,3,55.3,63.0,1367
0.3,5,6,6,61.4,56.0,949
0.71,5,3,8,61.6,55.0,3290
0.9,2,5,4,62.6,57.0,4466
1.0,4,4,4,60.0,59.0,6451
1.01,3,7,2,61.5,56.0,4719
0.51,5,3,4,62.9,57.0,1397
0.61,2,6,3,61.3,61.0,1793
0.31,3,4,7,62.1,59.0,816
1.21,4,5,2,58.9,60.0,5243
0.39,4,4,3,61.7,57.0,854
1.39,5,3,6,61.2,54.0,9298
1.14,3,3,3,59.2,58.0,4890
0.54,4,7,4,61.1,55.0,1993
1.22,4,2,2,62.3,58.0,4831
0.9,2,2,2,60.7,58.0,3057
1.14,5,2,3,62.3,58.0,5469
0.36,5,2,8,61.9,54.0,735
1.11,1,3,3,65.7,61.0,5178
1.01,3,1,3,58.9,59.0,3952
1.18,5,6,5,61.4,57.0,11104
0.4,3,6,2,61.4,57.0,666
0.35,5,6,4,61.6,56.0,767
0.32,5,4,4,61.4,57.0,561
1.08,4,7,4,61.2,60.0,7683
1.94,4,5,3,62.6,58.0,18735
0.43,5,3,3,61.5,57.0,1045
0.41,3,4,4,62.7,60.0,835
0.31,5,7,4,60.2,56.0,804
0.71,3,5,2,60.9,56.0,2036
1.26,5,5,3,61.4,56.0,7824
0.55,5,3,3,61.6,55.0,1314
1.2,5,5,5,62.0,55.0,9641
0.9,4,2,4,63.0,59.0,3292
0.25,2,7,6,64.6,56.0,462
0.34,5,7,3,62.0,56.0,626
0.7,1,7,2,64.5,60.0,2167
1.11,5,4,2,61.7,57.0,5395
1.71,5,6,2,62.7,55.0,13097
0.56,5,7,8,60.8,58.0,4632
0.5,4,6,3,62.3,60.0,1155
0.53,4,5,5,59.4,58.0,1766
0.33,5,7,5,61.0,56.0,839
0.4,4,5,5,60.3,60.0,982
0.72,5,2,6,61.0,57.0,2602
1.36,2,4,3,63.8,55.0,7639
0.3,5,6,4,62.3,56.0,844
0.43,5,2,7,62.2,57.0,968
0.3,5,6,6,62.2,54.4,779
0.74,4,7,4,61.8,58.0,2897
0.3,5,4,8,61.7,55.0,895
2.01,3,1,3,62.4,59.0,12392
2.02,5,3,2,62.7,57.0,15785
1.2,4,3,3,62.9,55.0,5975
0.25,5,5,4,62.2,54.0,460
0.3,5,7,4,61.8,55.0,606
0.51,5,6,3,61.7,55.0,1443
0.9,2,4,3,63.9,60.0,3574
1.5,2,3,2,63.6,60.0,6770
0.38,5,4,5,61.3,55.8,832
1.41,5,4,4,60.8,55.0,10581
0.78,5,2,4,60.9,57.0,2400
0.73,5,6,4,62.2,59.0,3198
0.54,2,7,5,63.2,56.0,1939
1.01,3,6,3,59.5,57.0,5534
0.5,2,5,4,61.3,61.0,1447
0.4,2,3,2,63.7,59.0,720
2.61,5,2,2,62.1,56.0,18756
0.5,4,5,4,61.4,60.0,1395
1.02,4,4,1,60.3,58.0,2815
0.9,3,3,6,63.5,55.0,4963
0.72,4,6,4,62.5,59.0,3078
1.04,3,6,3,62.8,59.0,5689
0.9,4,4,3,60.6,61.0,3407
1.0,4,5,3,62.8,61.0,4022
0.91,4,3,3,61.4,56.0,2763
0.71,3,4,6,60.8,58.0,2977
0.41,3,3,3,62.8,56.0,683
1.71,2,6,3,64.0,53.0,13287
0.3,5,5,8,61.8,55.0,886
1.16,5,4,4,62.2,55.0,7600
1.23,5,4,6,61.3,56.0,10445
0.41,4,4,5,62.1,60.0,899
0.27,5,7,7,61.9,57.0,622
0.4,4,6,3,62.8,59.0,907
0.51,2,4,6,63.1,58.0,1875
1.37,3,2,2,63.0,57.0,5584
0.3,5,2,6,62.2,55.0,515
1.03,2,4,2,63.7,60.0,3929
0.45,4,4,2,62.0,62.0,803
0.72,3,6,3,57.9,58.0,2610
0.55,4,6,3,61.2,59.0,1551
0.58,4,6,3,60.6,56.0,1949
0.31,5,4,7,61.4,57.0,772
1.2,5,3,3,61.3,57.0,6675
